studentNo,fName,lName,gender,Program,address,inResidence,highschool,transcript,academicStanding,birthday
342,Cole,Katlyn,M,Mechatronics Engineering,"5736 Jagged Nook, Five Pound Island, Ontario, N6F-5M3, CA",1,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Cole, Katlyn, 5736 Jagged Nook, Five Pound Island, Ontario, N6F-5M3, CA, 342, 1985-10-24, Mechatronics Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1985-10-24
343,Kaylee,Emanuel,F,Software Engineering,"4173 Sunny Oak Highlands, Catawba, Ontario, M7Z-0E2, CA",1,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Kaylee, Emanuel, 4173 Sunny Oak Highlands, Catawba, Ontario, M7Z-0E2, CA, 343, 1985-07-14, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear,1985-07-14
344,Jackson,Denise,M,Software Engineering,"4872 Rustic Shadow Cape, Catskill, Ontario, N0T-0L3, CA",0,"St. Joan of Arc Catholic Secondary School, Mississauga, Ontario","Jackson, Denise, 4872 Rustic Shadow Cape, Catskill, Ontario, N0T-0L3, CA, 344, 1994-01-09, Software Engineering, St. Joan of Arc Catholic Secondary School, Mississauga, Ontario, ",Clear ,1994-01-09
345,Christina,Tristen,X,Software Engineering,"3419 Red Terrace, Cat Square, Ontario, L6E-1E2, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Christina, Tristen, 3419 Red Terrace, Cat Square, Ontario, L6E-1E2, CA, 345, 2002-10-24, Software Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,2002-10-24
346,Ian,Esther,F,Software Engineering,"5732 Colonial Pathway, Coinjock, Ontario, K2F-8N3, CA",0,"St Francis Xavier Secondary School, Mississauga, Ontario","Ian, Esther, 5732 Colonial Pathway, Coinjock, Ontario, K2F-8N3, CA, 346, 1995-12-01, Software Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear ,1995-12-01
347,Trinity,Jay,M,Electrical Engineering,"8950 Honey Limits, Kilkenny, Ontario, P2S-5U6, CA",1,"St Francis Xavier Secondary School, Mississauga, Ontario","Trinity, Jay, 8950 Honey Limits, Kilkenny, Ontario, P2S-5U6, CA, 347, 1986-04-17, Electrical Engineering, St Francis Xavier Secondary School, Mississauga, Ontario, ",Clear,1986-04-17
348,Garrett,Josie,F,Electrical Engineering,"6244 Quaking Island, Muddy Cross, Ontario, L0Y-2H9, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Garrett, Josie, 6244 Quaking Island, Muddy Cross, Ontario, L0Y-2H9, CA, 348, 2003-05-22, Electrical Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,2003-05-22
349,Mariah,Tyrese,M,Electrical Engineering,"3564 Bright Hill, Trust, Ontario, P9V-9R8, CA",1,"Western Secondary School, Amherstburg, Ontario","Mariah, Tyrese, 3564 Bright Hill, Trust, Ontario, P9V-9R8, CA, 349, 1998-12-26, Electrical Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear,1998-12-26
350,Trevor,Destinee,F,Mechatronics Engineering,"7711 Rocky Sky Edge, Muchinippi, Ontario, M3S-5C3, CA",1,"Western Secondary School, Amherstburg, Ontario","Trevor, Destinee, 7711 Rocky Sky Edge, Muchinippi, Ontario, M3S-5C3, CA, 350, 1999-01-24, Mechatronics Engineering, Western Secondary School, Amherstburg, Ontario, ",Clear ,1999-01-24
351,Caitlin,Quentin,F,Mechatronics Engineering,"9473 Burning Moor, Iceland, Ontario, P5Z-3K9, CA",0,Out of Canada,"Caitlin, Quentin, 9473 Burning Moor, Iceland, Ontario, P5Z-3K9, CA, 351, 1986-12-07, Mechatronics Engineering, Out of Canada, ",Clear,1986-12-07
352,Jesus,Clarissa,M,Software Engineering,"6687 Tawny Grove Orchard, Minnesota, Ontario, K9H-4K3, CA",1,Out of Canada,"Jesus, Clarissa, 6687 Tawny Grove Orchard, Minnesota, Ontario, K9H-4K3, CA, 352, 2003-11-08, Software Engineering, Out of Canada, ",Clear ,2003-11-08
353,Autumn,Aiden,F,Software Engineering,"4292 Emerald Blossom Circuit, Oregon House, Ontario, M4K-0R2, CA",0,Out of Canada,"Autumn, Aiden, 4292 Emerald Blossom Circuit, Oregon House, Ontario, M4K-0R2, CA, 353, 1996-02-03, Software Engineering, Out of Canada, ",Clear,1996-02-03
354,Chase,Gillian,M,Software Engineering,"7017 Silent Willow Concession, Rodeo, Ontario, K1F-2F0, CA",0,Out of Canada,"Chase, Gillian, 7017 Silent Willow Concession, Rodeo, Ontario, K1F-2F0, CA, 354, 1999-12-22, Software Engineering, Out of Canada, ",Clear ,1999-12-22
355,Marissa,Lawrence,F,Software Engineering,"4160 Quaking Highlands, Twentynine Palms, Ontario, L9E-4V7, CA",1,Out of Canada,"Marissa, Lawrence, 4160 Quaking Highlands, Twentynine Palms, Ontario, L9E-4V7, CA, 355, 1989-08-01, Software Engineering, Out of Canada, ",Clear,1989-08-01
356,Adrian,Lucy,F,Electrical Engineering,"8703 Foggy Pond View, Weed Heights, Ontario, M2V-4I9, CA",0,"Abbey Park High School, Oakville, Ontario","Adrian, Lucy, 8703 Foggy Pond View, Weed Heights, Ontario, M2V-4I9, CA, 356, 1995-04-15, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1995-04-15
357,Breanna,Moises,M,Electrical Engineering,"4526 Colonial Robin Canyon, Ireland, Ontario, P0D-9T4, CA",0,"Abbey Park High School, Oakville, Ontario","Breanna, Moises, 4526 Colonial Robin Canyon, Ireland, Ontario, P0D-9T4, CA, 357, 1989-09-15, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear,1989-09-15
358,Mark,Addison,F,Electrical Engineering,"4306 Hazy Barn Corner, Gripe, Ontario, K3P-4C8, CA",1,"Abbey Park High School, Oakville, Ontario","Mark, Addison, 4306 Hazy Barn Corner, Gripe, Ontario, K3P-4C8, CA, 358, 1994-03-26, Electrical Engineering, Abbey Park High School, Oakville, Ontario, ",Clear ,1994-03-26
359,Angela,Ramon,M,Mechatronics Engineering,"4854 Amber Hills Green, Lukachukai, Ontario, L8T-7B3, CA",0,"Mississauga Secondary School, Mississauga, Ontario","Angela, Ramon, 4854 Amber Hills Green, Lukachukai, Ontario, L8T-7B3, CA, 359, 1992-12-14, Mechatronics Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear,1992-12-14
360,Blake,Callie,F,Mechatronics Engineering,"6263 Quiet Acres, Parachute, Ontario, P0U-1W8, CA",1,"Mississauga Secondary School, Mississauga, Ontario","Blake, Callie, 6263 Quiet Acres, Parachute, Ontario, P0U-1W8, CA, 360, 1989-01-06, Mechatronics Engineering, Mississauga Secondary School, Mississauga, Ontario, ",Clear ,1989-01-06
361,Catherine,Russell,F,Software Engineering,"2968 Thunder Park, Pulltight, Ontario, M6S-2F1, CA",1,"John Fraser Secondary School, Mississauga, Ontario","Catherine, Russell, 2968 Thunder Park, Pulltight, Ontario, M6S-2F1, CA, 361, 1993-05-03, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1993-05-03
362,Sebastian,Paola,M,Software Engineering,"6657 Lost Apple Link, Grand Detour, Ontario, N7M-2S2, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Sebastian, Paola, 6657 Lost Apple Link, Grand Detour, Ontario, N7M-2S2, CA, 362, 1992-01-18, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear ,1992-01-18
363,Zoe,Roman,F,Software Engineering,"9730 Dewy Lookout, Loves Park, Ontario, M3B-3Z4, CA",0,"John Fraser Secondary School, Mississauga, Ontario","Zoe, Roman, 9730 Dewy Lookout, Loves Park, Ontario, M3B-3Z4, CA, 363, 1994-02-26, Software Engineering, John Fraser Secondary School, Mississauga, Ontario, ",Clear,1994-02-26
364,Antonio,Tabitha,M,Software Engineering,"8457 Merry Lake Passage, Purdy, Ontario, K1N-2U1, CA",1,"White Oaks High School, Oakville, Ontario","Antonio, Tabitha, 8457 Merry Lake Passage, Purdy, Ontario, K1N-2U1, CA, 364, 2000-12-13, Software Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,2000-12-13
365,Briana,Brent,F,Electrical Engineering,"5066 Old Treasure Round, Soldier, Ontario, L6K-6Z0, CA",0,"White Oaks High School, Oakville, Ontario","Briana, Brent, 5066 Old Treasure Round, Soldier, Ontario, L6K-6Z0, CA, 365, 1988-11-20, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1988-11-20
366,Lucas,Logan,F,Electrical Engineering,"6574 Hidden Leaf Line, Spasticville, Ontario, L9R-0H8, CA",0,"White Oaks High School, Oakville, Ontario","Lucas, Logan, 6574 Hidden Leaf Line, Spasticville, Ontario, L9R-0H8, CA, 366, 1990-12-29, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear ,1990-12-29
367,Jada,Bryant,M,Electrical Engineering,"7219 Dusty River Crescent, Jolly, Ontario, P5R-0Z4, CA",0,"White Oaks High School, Oakville, Ontario","Jada, Bryant, 7219 Dusty River Crescent, Jolly, Ontario, P5R-0Z4, CA, 367, 1991-06-01, Electrical Engineering, White Oaks High School, Oakville, Ontario, ",Clear,1991-06-01
368,Jeremy,Wendy,F,Mechatronics Engineering,"9081 Silver Prairie Mountain, Transylvania, Ontario, P9G-8E5, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Jeremy, Wendy, 9081 Silver Prairie Mountain, Transylvania, Ontario, P9G-8E5, CA, 368, 1996-02-08, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1996-02-08
369,Laura,Arthur,M,Mechatronics Engineering,"1818 Clear Court, Pitt, Ontario, L8H-1T6, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Laura, Arthur, 1818 Clear Court, Pitt, Ontario, L8H-1T6, CA, 369, 2000-04-19, Mechatronics Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,2000-04-19
370,Gavin,Rosa,F,Software Engineering,"9941 Sleepy Autumn Point, Scooba, Ontario, L7M-1Z7, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Gavin, Rosa, 9941 Sleepy Autumn Point, Scooba, Ontario, L7M-1Z7, CA, 370, 2003-01-23, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,2003-01-23
371,Claire,Joe,F,Software Engineering,"3698 Noble Horse Dell, Bloodland, Ontario, M9H-3I6, CA",0,"Meadowvale Secondary School, Mississauga, Ontario","Claire, Joe, 3698 Noble Horse Dell, Bloodland, Ontario, M9H-3I6, CA, 371, 1998-06-18, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear,1998-06-18
372,Miguel,Alaina,M,Software Engineering,"6722 Rustic Field, Killdeer, Ontario, N4R-8U4, CA",1,"Meadowvale Secondary School, Mississauga, Ontario","Miguel, Alaina, 6722 Rustic Field, Killdeer, Ontario, N4R-8U4, CA, 372, 1990-11-03, Software Engineering, Meadowvale Secondary School, Mississauga, Ontario, ",Clear ,1990-11-03
373,Alexa,Lorenzo,F,Software Engineering,"5654 Pleasant View Townline, Battiest, Ontario, K6A-5G1, CA",0,"St Joseph Secondary School, Mississauga, Ontario","Alexa, Lorenzo, 5654 Pleasant View Townline, Battiest, Ontario, K6A-5G1, CA, 373, 1987-09-08, Software Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1987-09-08
374,Julian,Kassidy,M,Electrical Engineering,"8819 Blue Butterfly Ledge, Hatmaker, Ontario, M4G-3K1, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Julian, Kassidy, 8819 Blue Butterfly Ledge, Hatmaker, Ontario, M4G-3K1, CA, 374, 1985-09-03, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1985-09-03
375,Kelsey,Grayson,F,Electrical Engineering,"7508 Round Pike, Regret, Ontario, L7X-0G9, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Kelsey, Grayson, 7508 Round Pike, Regret, Ontario, L7X-0G9, CA, 375, 1989-04-05, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1989-04-05
376,Dakota,Ashlee,F,Electrical Engineering,"9835 Iron Wharf, Chat, Ontario, P5J-6Y6, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Dakota, Ashlee, 9835 Iron Wharf, Chat, Ontario, P5J-6Y6, CA, 376, 1986-05-24, Electrical Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear ,1986-05-24
377,Kathryn,Theodore,M,Mechatronics Engineering,"1441 Misty Brook Terrace, Chain o\' Lakes, Ontario, P0Z-8W5, CA",1,"St Joseph Secondary School, Mississauga, Ontario","Kathryn, Theodore, 1441 Misty Brook Terrace, Chain o\' Lakes, Ontario, P0Z-8W5, CA, 377, 1990-03-01, Mechatronics Engineering, St Joseph Secondary School, Mississauga, Ontario, ",Clear,1990-03-01
378,Alejandro,Shayla,F,Mechatronics Engineering,"2806 Cozy Common, New Munster, Ontario, P6Z-3M5, CA",1,"Westside Secondary School, Orangeville, Ontario","Alejandro, Shayla, 2806 Cozy Common, New Munster, Ontario, P6Z-3M5, CA, 378, 1988-07-13, Mechatronics Engineering, Westside Secondary School, Orangeville, Ontario, ",Clear ,1988-07-13
379,Leslie,Quinn,M,Software Engineering,"9492 Cinder Rabbit Gate, Giants Neck, Ontario, K6W-8I3, CA",0,"Sinclair Secondary School, Whitby, Ontario","Leslie, Quinn, 9492 Cinder Rabbit Gate, Giants Neck, Ontario, K6W-8I3, CA, 379, 2000-05-01, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2000-05-01
380,Jesse,Dana,F,Software Engineering,"5532 Golden Island Village, Cricket Hill, Ontario, L1O-2T2, CA",1,"Sinclair Secondary School, Whitby, Ontario","Jesse, Dana, 5532 Golden Island Village, Cricket Hill, Ontario, L1O-2T2, CA, 380, 1994-07-22, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1994-07-22
381,Alexandria,Jace,F,Software Engineering,"6373 Broad Road, Pigeon Run, Ontario, M1D-0N0, CA",1,"Sinclair Secondary School, Whitby, Ontario","Alexandria, Jace, 6373 Broad Road, Pigeon Run, Ontario, M1D-0N0, CA, 381, 1988-02-21, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1988-02-21
382,Dalton,Brenna,M,Software Engineering,"5836 High Beacon Highway, Mosquito Grove, Ontario, M8C-6R3, CA",1,"Sinclair Secondary School, Whitby, Ontario","Dalton, Brenna, 5836 High Beacon Highway, Mosquito Grove, Ontario, M8C-6R3, CA, 382, 2000-01-23, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2000-01-23
383,Sabrina,Dallas,F,Electrical Engineering,"8627 Bright Front, Whisper Walk, Ontario, P8G-5F9, CA",0,"Sinclair Secondary School, Whitby, Ontario","Sabrina, Dallas, 8627 Bright Front, Whisper Walk, Ontario, P8G-5F9, CA, 383, 2000-08-01, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,2000-08-01
384,Bryce,Anastasia,M,Electrical Engineering,"2399 Little Pony Heights, Yeehaw, Ontario, L6M-2M6, CA",1,"Sinclair Secondary School, Whitby, Ontario","Bryce, Anastasia, 2399 Little Pony Heights, Yeehaw, Ontario, L6M-2M6, CA, 384, 2002-08-23, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2002-08-23
385,Mia,Walter,F,Electrical Engineering,"3312 Harvest Berry Island, Adventure, Ontario, P8P-9E2, CA",0,"Sinclair Secondary School, Whitby, Ontario","Mia, Walter, 3312 Harvest Berry Island, Adventure, Ontario, P8P-9E2, CA, 385, 1995-09-17, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1995-09-17
386,Tanner,Carolyn,F,Mechatronics Engineering,"9847 Jagged Log Pointe, Stocks, Ontario, M7D-6L8, CA",1,"Sinclair Secondary School, Whitby, Ontario","Tanner, Carolyn, 9847 Jagged Log Pointe, Stocks, Ontario, M7D-6L8, CA, 386, 1986-06-12, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1986-06-12
387,Isabel,Tommy,M,Mechatronics Engineering,"8397 Shady Bluff Loop, Ancient Oak, Ontario, N8R-4A3, CA",0,"Sinclair Secondary School, Whitby, Ontario","Isabel, Tommy, 8397 Shady Bluff Loop, Ancient Oak, Ontario, N8R-4A3, CA, 387, 2000-09-22, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Probation,2000-09-22
388,Kenneth,Nia,F,Software Engineering,"7031 Sunny Goose Mount, Monomoscoy Island, Ontario, K4X-9D6, CA",0,"Sinclair Secondary School, Whitby, Ontario","Kenneth, Nia, 7031 Sunny Goose Mount, Monomoscoy Island, Ontario, K4X-9D6, CA, 388, 1990-04-23, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1990-04-23
389,Molly,Kyler,M,Software Engineering,"4638 Middle Deer Close, Hard Luck, Ontario, P5X-9R6, CA",0,"Sinclair Secondary School, Whitby, Ontario","Molly, Kyler, 4638 Middle Deer Close, Hard Luck, Ontario, P5X-9R6, CA, 389, 2002-03-10, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,2002-03-10
390,Stephen,Annie,F,Software Engineering,"3453 Red Alley, Pequannock, Ontario, M9Z-5N8, CA",0,"Sinclair Secondary School, Whitby, Ontario","Stephen, Annie, 3453 Red Alley, Pequannock, Ontario, M9Z-5N8, CA, 390, 1992-03-05, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1992-03-05
391,Leah,Oliver,F,Software Engineering,"3583 Velvet Crest, Lizard Lick, Ontario, M6W-7D8, CA",1,"Sinclair Secondary School, Whitby, Ontario","Leah, Oliver, 3583 Velvet Crest, Lizard Lick, Ontario, M6W-7D8, CA, 391, 1988-04-14, Software Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1988-04-14
392,Jake,Kailey,M,Electrical Engineering,"6690 Grand Street, Loafers Glory, Ontario, P5N-5N6, CA",1,"Sinclair Secondary School, Whitby, Ontario","Jake, Kailey, 6690 Grand Street, Loafers Glory, Ontario, P5N-5N6, CA, 392, 1988-09-26, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1988-09-26
393,Katie,Carl,F,Electrical Engineering,"3162 Stony Path, Calcutta, Ontario, M0R-6T1, CA",0,"Sinclair Secondary School, Whitby, Ontario","Katie, Carl, 3162 Stony Path, Calcutta, Ontario, M0R-6T1, CA, 393, 1992-08-18, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1992-08-18
394,Victor,Imani,M,Electrical Engineering,"8546 Easy Campus, Newcomerstown, Ontario, L5Q-9I9, CA",1,"Sinclair Secondary School, Whitby, Ontario","Victor, Imani, 8546 Easy Campus, Newcomerstown, Ontario, L5Q-9I9, CA, 394, 1988-07-03, Electrical Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear,1988-07-03
395,Gabriella,Angelo,F,Mechatronics Engineering,"1241 Cotton Oak Maze, Pigtown, Ontario, K8B-7K7, CA",0,"Sinclair Secondary School, Whitby, Ontario","Gabriella, Angelo, 1241 Cotton Oak Maze, Pigtown, Ontario, K8B-7K7, CA, 395, 1992-10-15, Mechatronics Engineering, Sinclair Secondary School, Whitby, Ontario, ",Clear ,1992-10-15
396,Spencer,Deanna,F,Mechatronics Engineering,"3674 Indian Centre, Powhattan, Ontario, P0D-5V8, CA",1,"Port Credit Secondary School, Mississauga, Ontario","Spencer, Deanna, 3674 Indian Centre, Powhattan, Ontario, P0D-5V8, CA, 396, 1988-10-06, Mechatronics Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear,1988-10-06
397,Cheyenne,Micheal,M,Software Engineering,"1951 Fallen Panda Freeway, Sodom, Ontario, M8A-1P6, CA",1,"Port Credit Secondary School, Mississauga, Ontario","Cheyenne, Micheal, 1951 Fallen Panda Freeway, Sodom, Ontario, M8A-1P6, CA, 397, 2000-01-15, Software Engineering, Port Credit Secondary School, Mississauga, Ontario, ",Clear ,2000-01-15
398,Marcus,Marisa,F,Software Engineering,"7187 Umber Cider Hill, Loyalsock, Ontario, K0A-2G8, CA",1,"Aurora High School, Aurora, Ontario","Marcus, Marisa, 7187 Umber Cider Hill, Loyalsock, Ontario, K0A-2G8, CA, 398, 2001-04-02, Software Engineering, Aurora High School, Aurora, Ontario, ",Clear,2001-04-02
399,Cassandra,Alfredo,M,Software Engineering,"491 Honey Dale Key, Shamokin, Ontario, P9V-4L3, CA",0,"Aurora High School, Aurora, Ontario","Cassandra, Alfredo, 491 Honey Dale Key, Shamokin, Ontario, P9V-4L3, CA, 399, 1992-08-01, Software Engineering, Aurora High School, Aurora, Ontario, ",Clear ,1992-08-01
400,Paul,Kristin,F,Software Engineering,"6934 Rocky Creek Knoll, Telescope, Ontario, N4U-7K7, CA",0,"Bishop Ryan Catholic Secondary School, Hamilton, Ontario","Paul, Kristin, 6934 Rocky Creek Knoll, Telescope, Ontario, N4U-7K7, CA, 400, 1995-02-12, Software Engineering, Bishop Ryan Catholic Secondary School, Hamilton, Ontario, ",Clear,1995-02-12
401,Tiffany,Jarrett,F,Electrical Engineering,"6345 Quaking Farm, Pentypool, Ontario, L5M-9A5, CA",1,"Sir Winston Churchill Secondary School, Hamilton, Ontario","Tiffany, Jarrett, 6345 Quaking Farm, Pentypool, Ontario, L5M-9A5, CA, 401, 1995-02-06, Electrical Engineering, Sir Winston Churchill Secondary School, Hamilton, Ontario, ",Clear ,1995-02-06
402,Brendan,Liliana,M,Electrical Engineering,"2294 Quiet Trail, Enterprise, Ontario, M4O-7J2, CA",1,"Sir Winston Churchill Secondary School, St Catharines, Ontario","Brendan, Liliana, 2294 Quiet Trail, Enterprise, Ontario, M4O-7J2, CA, 402, 1989-09-08, Electrical Engineering, Sir Winston Churchill Secondary School, St Catharines, Ontario, ",Clear,1989-09-08
403,Erica,Zion,F,Electrical Engineering,"8526 Red Crest, Nemegos, Ontario, K1I-7Q4, CA",1,"Sir Wilfrid Laurier Secondary School, London, Ontario","Erica, Zion, 8526 Red Crest, Nemegos, Ontario, K1I-7Q4, CA, 403, 1999-08-24, Electrical Engineering, Sir Wilfrid Laurier Secondary School, London, Ontario, ",Clear ,1999-08-24
